0.0	0.13
0.004	0.15
0.008	0.23
0.012	0.27
0.016	0.3
0.02	0.36
0.024	0.43
0.028	0.49
0.032	0.53
0.036	0.56
0.04	0.6
0.044	0.62
0.048	0.67
0.052	0.71
0.056	0.72
0.06	0.77
0.064	0.78
0.068	0.8
0.072	0.85
0.08	0.88
0.088	0.9
0.092	0.92
0.104	0.93
0.112	0.95
0.144	0.96
0.148	0.97
0.168	0.98
0.172	0.99
0.18	1.0
