678	0.01
720	0.02
730	0.03
742	0.04
746	0.08
750	0.11
752	0.13
756	0.15
758	0.17
760	0.18
764	0.19
768	0.2
770	0.22
772	0.26
776	0.27
778	0.28
780	0.29
782	0.31
784	0.34
786	0.35
788	0.39
790	0.42
792	0.44
794	0.45
796	0.49
798	0.5
800	0.54
804	0.55
806	0.56
808	0.62
812	0.65
814	0.68
816	0.69
818	0.74
820	0.75
822	0.76
824	0.77
826	0.78
830	0.8
834	0.82
840	0.84
842	0.86
846	0.9
850	0.91
856	0.92
860	0.94
862	0.95
866	0.96
870	0.97
872	0.98
874	0.99
920	1.0
