16	0.600320487108	1	0.941406859743
18	0.733771011373	1	0.971778725186
18	0.386253108235	1	0.945245305425
10	0.663245147986	1	0.952172094215
0	0.668861972978	1	0.936935594135
38	0.795265546411	1	0.979707234784
0	0.564499863776	1	0.93021315323
16	0.697051290653	1	0.960560639152
26	0.702997711244	1	0.962990871179
32	0.571939519764	1	0.963110410223
0	0.529473848631	1	0.926079631187
12	0.794533451466	1	0.975916316338
2	0.615715043979	1	0.95354099854
4	0.597311516911	1	0.936865480012
14	0.681386091354	1	0.956784210562
34	0.566649531918	1	0.954466858365
10	0.563039128212	1	0.957130911916
0	0.557092058796	1	0.962621615676
0	0.57159882618	1	0.947878596005
38	0.695689440613	1	0.969631351727
0	0.495924623671	1	0.953140323928
16	0.690685857644	1	0.956313426656
10	0.677192786835	1	0.952680267678
16	0.736448189797	1	0.952286713465
12	0.459191208632	1	0.955968872276
10	0.5985519046	1	0.964380918081
6	0.565275239603	1	0.964104012163
6	0.66375729389	1	0.953803675736
18	0.666030756477	1	0.95863479871
22	0.565814037912	1	0.954320211664
18	0.496085272763	1	0.958434075151
4	0.60454968512	1	0.940818308618
6	0.507818340462	1	0.944222435665
8	0.574548405074	1	0.964465306813
6	0.548824128227	1	0.956765058848
14	0.550961047462	1	0.962557193304
14	0.603247577681	1	0.958992192411
6	0.640986593282	1	0.9506218548
6	0.666439385863	1	0.94189277875
46	0.698138911004	1	0.962840139702
0	0.64216205768	1	0.91768067299
0	0.65679356675	1	0.947260137084
34	0.560041874671	1	0.962851112815
10	0.448579416855	1	0.938183076798
30	0.888470295295	1	0.981420849133
14	0.467957889609	1	0.947063307852
38	0.919954306825	1	0.97923703214
38	0.698742734675	1	0.971338289528
20	0.666183957993	1	0.960806488403
16	0.6479742883	1	0.962618002827
14	0.621601323387	1	0.965494411117
28	0.698553322682	1	0.960647553599
16	0.675357364761	1	0.959318463668
4	0.589707024082	1	0.945184104693
20	0.621367648666	1	0.95963469153
26	0.627599487118	1	0.961044206895
24	0.680847106269	1	0.976757491277
8	0.588264787689	1	0.96423644749
10	0.48629941557	1	0.946017941419
0	0.447973546053	1	0.949549434014
20	0.457601033185	1	0.937046614187
14	0.619333142339	1	0.950671063502
18	0.614790785266	1	0.966157781845
18	0.710770815583	1	0.958746880494
12	0.593351440735	1	0.952429981738
0	0.682105239823	1	0.941600252324
18	0.751956045881	1	0.972010016515
18	0.569519968973	1	0.966001023206
16	0.529412539599	1	0.966837102817
40	0.572180783727	1	0.959864637147
4	0.485646695344	1	0.961531429478
34	0.920008188608	1	0.978966542541
0	0.577529883351	1	0.936440139688
4	0.534999249329	1	0.947382007045
0	0.671244317881	1	0.930330381391
0	0.545573151613	1	0.941574454073
14	0.642553543482	1	0.966909364841
16	0.641568525093	1	0.944056371626
24	0.56880800206	1	0.970121742946
16	0.559660329165	1	0.937507674567
2	0.500013135854	1	0.940341023575
16	0.549362982712	1	0.945277356585
0	0.504721148682	1	0.949399451378
28	0.624228217269	1	0.965337248865
12	0.627444496965	1	0.959154341745
24	0.655934921565	1	0.969017766433
14	0.480823000009	1	0.960260116839
4	0.60446983852	1	0.940101541835
8	0.625277499886	1	0.955622694197
0	0.655077658276	1	0.945868972778
30	0.550459270688	1	0.962476140012
16	0.553389364419	1	0.947345238309
0	0.646784529901	1	0.951246791833
4	0.595181564713	1	0.947541373594
6	0.703468878884	1	0.956429249087
36	0.710841998034	1	0.969563948981
36	0.546701373462	1	0.968433795509
2	0.915791792683	1	0.982072851198
16	0.621243373757	1	0.966446006954
0	0.519153226853	1	0.931040893585
